1794,219,212,312,283,243,252,113
333,643,420,338,311,314,290,353
291,513,740,354,333,283,348,514
286,425,332,2031,309,383,147,305
245,498,458,344,1781,202,231,464
264,423,408,371,259,1618,345,438
272,240,303,218,262,354,1723,318
318,439,530,358,376,354,317,553
