1952,1197,1371,891,838,1168,1085,1342
602,654,621,579,555,583,612,660
860,746,834,658,697,792,867,851
1187,1390,1541,2393,1228,1099,1450,1736
1421,1364,1423,982,1902,1196,1408,1178
1075,1384,1238,1244,1265,1844,994,1246
1007,1326,1400,1150,1330,1063,1860,1527
547,618,648,571,485,627,655,683
