t,epsilon_fraction,meanop_D_temporal_seedmean,meanop_D_temporal_seedmin,meanop_D_temporal_seedmax,meanop_R_temporal_seedmean,meanop_R_temporal_seedmin,meanop_R_temporal_seedmax,meanop_cos_temporal_seedmean,meanop_cos_temporal_seedmin,meanop_cos_temporal_seedmax,meanop_R_cross_time_radius_seedmean,meanop_R_cross_time_radius_seedmin,meanop_R_cross_time_radius_seedmax,meanop_cos_cross_time_radius_seedmean,meanop_cos_cross_time_radius_seedmin,meanop_cos_cross_time_radius_seedmax,meanop_R_same_time_radius_seedmean,meanop_R_same_time_radius_seedmin,meanop_R_same_time_radius_seedmax,meanop_cos_same_time_radius_seedmean,meanop_cos_same_time_radius_seedmin,meanop_cos_same_time_radius_seedmax,pair_R_cross_minus_same_seedmean,pair_R_cross_minus_same_seedmin,pair_R_cross_minus_same_seedmax,pair_cos_same_minus_cross_seedmean,pair_cos_same_minus_cross_seedmin,pair_cos_same_minus_cross_seedmax,native_response_norm_pair_mean_seedmean,native_response_norm_pair_mean_seedmin,native_response_norm_pair_mean_seedmax,convergence_rel_half_mean_seedmean,convergence_rel_half_mean_seedmin,convergence_rel_half_mean_seedmax,convergence_rel_double_mean_seedmean,convergence_rel_double_mean_seedmin,convergence_rel_double_mean_seedmax,stable_all_seeds,geometric_cell_all_seeds
10,0.001,0.251871719956398,0.21404767036437988,0.3105715811252594,0.1077345758676529,0.09031284600496292,0.1409241259098053,0.9946523110071818,0.9915998578071594,0.996435284614563,0.09779277195533116,0.07914407551288605,0.11178894340991974,0.9954307277997335,0.9937707185745239,0.9970433712005615,0.013217637625833353,0.012026799842715263,0.015169139951467514,0.9999122222264608,0.9998857378959656,0.9999284744262695,-5.2638507137695946e-05,-0.00649662408977747,0.008211917243897915,-0.001568913459777832,-0.007201194763183594,0.005521714687347412,3.127235015233358,2.956178665161133,3.343857526779175,0.0002416938223177567,0.00023025860718917102,0.000261002394836396,0.00011817277118097991,0.00010870055120903999,0.0001232420327141881,True,False
11,0.001,0.339208260178566,0.22677744925022125,0.4763529300689697,0.145671509206295,0.09752517193555832,0.21512897312641144,0.988482673962911,0.9770002961158752,0.9959549307823181,0.13455517093340555,0.06531883776187897,0.22066374123096466,0.9889100193977356,0.9756789803504944,0.9979519248008728,0.022601199025909107,0.019845932722091675,0.027676429599523544,0.9997421105702718,0.9996176958084106,0.9998118877410889,0.014458990034957727,0.006742491386830807,0.026606829836964607,0.010338922341664633,0.002805173397064209,0.022719860076904297,3.133004983266195,2.962707042694092,3.290712833404541,0.000241561831595997,0.00023356944439001381,0.00025504492805339396,0.00011806531983893365,0.00010940567881334573,0.00012470778892748058,True,False
12,0.001,0.37184547384579975,0.2714577913284302,0.5024921894073486,0.16375737637281418,0.11706056445837021,0.2361520677804947,0.9882628122965494,0.9779596328735352,0.99405837059021,0.13600199421246847,0.10330303013324738,0.1755886822938919,0.9909759958585104,0.9858629703521729,0.9948834180831909,0.021632862587769825,0.019529251381754875,0.0231152456253767,0.9997750123341879,0.9997450709342957,0.9998146295547485,0.017907567632695038,-0.0021890653297305107,0.02796739712357521,0.011454403400421143,-0.002050936222076416,0.018978476524353027,3.0350688298543296,2.9617726802825928,3.181593656539917,0.0002450958175662284,0.00023269638768397272,0.00026392051950097084,0.00011992081272182986,0.00011060870747314766,0.00012502953177317977,True,False
0,0.003,0.717736025651296,0.5831072330474854,0.8082736730575562,0.2729961425065994,0.22872067987918854,0.31867972016334534,0.9855724374453226,0.9815870523452759,0.9885486960411072,0.2523725728193919,0.1792294681072235,0.3001898229122162,0.9746003945668539,0.9649348855018616,0.9882714152336121,0.01408376389493545,0.009966698475182056,0.020414670929312706,0.999907374382019,0.9998382925987244,0.9999511241912842,0.061608130733172096,0.04781071096658707,0.06893537193536758,0.0468674103418986,0.03836417198181152,0.05305856466293335,3.4461883703867593,3.228717803955078,3.647240161895752,6.153043553543587e-05,5.869075539521873e-05,6.390684575308114e-05,3.3192866491541885e-05,3.176921381964348e-05,3.4201213566120714e-05,True,False
1,0.003,0.329733540614446,0.18920034170150757,0.532219409942627,0.1353718489408493,0.07864030450582504,0.2240486592054367,0.9910924633344015,0.9799062013626099,0.997800886631012,0.1672547608613968,0.12841284275054932,0.23385417461395264,0.9873422980308533,0.9739295840263367,0.9948927164077759,0.017414762328068416,0.014811423607170582,0.022426234558224678,0.9998460610707601,0.9997590184211731,0.9998913407325745,0.0145485516016682,-0.015839898958802223,0.05049003288149834,0.0059767961502075195,-0.01978754997253418,0.03520238399505615,3.1708449522654214,2.995248556137085,3.3162412643432617,7.030575216049328e-05,6.950245006009936e-05,7.084211392793804e-05,3.708724276899981e-05,3.4930439142044634e-05,3.944043783121742e-05,True,False
2,0.003,0.28869786361853284,0.2321275770664215,0.39037013053894043,0.1217610090970993,0.09151100367307663,0.1713687628507614,0.9920809467633566,0.9855319857597351,0.9958671927452087,0.10593484838803609,0.07269467413425446,0.14224748313426971,0.9939934015274048,0.9898859858512878,0.9973843097686768,0.01758719390879075,0.01310527604073286,0.022617818787693977,0.9998391469319662,0.9997447729110718,0.9999164938926697,0.03649664173523585,0.030272595584392548,0.04057355970144272,0.02565006415049235,0.019691824913024902,0.03068453073501587,3.1232498486836753,2.9470975399017334,3.2689223289489746,7.346543619253983e-05,7.334520341828465e-05,7.357774302363396e-05,3.869528639673566e-05,3.656960325315595e-05,4.132112371735275e-05,True,False
3,0.003,0.27357599635918933,0.2111278623342514,0.35378792881965637,0.11631564050912857,0.08898839354515076,0.15890634059906006,0.9929996530214945,0.9878547191619873,0.9960833191871643,0.11982990304629008,0.07650037109851837,0.18011362850666046,0.9918886025746664,0.9838022589683533,0.9970865249633789,0.018243775703012943,0.015209662728011608,0.02080456353724003,0.9998331069946289,0.9997894167900085,0.9998846054077148,0.04457745204369227,0.023746799677610397,0.08471158146858215,0.0314865509668986,0.01428765058517456,0.061261534690856934,3.0822977224985757,2.9610421657562256,3.2541158199310303,7.675460316628839e-05,7.567509601358324e-05,7.802900654496625e-05,3.992814769541534e-05,3.7816367694176733e-05,4.2628918890841305e-05,True,False
4,0.003,0.26611197491486865,0.19991351664066315,0.33423668146133423,0.11176033318042755,0.08436138927936554,0.14727099239826202,0.9934376080830892,0.9892209768295288,0.9964541792869568,0.11740438640117645,0.07718491554260254,0.16295282542705536,0.9928056796391805,0.9872236847877502,0.997022271156311,0.01647080418964227,0.010871967300772667,0.02468493953347206,0.9998535513877869,0.9997096061706543,0.999945342540741,0.036543224627772965,0.010637542232871056,0.06167643517255783,0.02482326825459798,0.008273601531982422,0.04410344362258911,3.144781748453776,2.9500250816345215,3.3114266395568848,7.696063403273001e-05,7.585488492622972e-05,7.760208973195404e-05,4.030792236638566e-05,3.7918765883659944e-05,4.305706897866912e-05,True,False
5,0.003,0.27022603154182434,0.16474580764770508,0.37551960349082947,0.11558482050895691,0.06975427269935608,0.17111031711101532,0.9931249419848124,0.9873815774917603,0.9975889325141907,0.11100541551907857,0.06424849480390549,0.16610361635684967,0.993297298749288,0.9868266582489014,0.99793940782547,0.016722713286677997,0.01638447865843773,0.016952667385339737,0.9998620351155599,0.999856173992157,0.9998693466186523,0.03796975562969843,0.024483025074005127,0.06270260363817215,0.027640581130981445,0.016251742839813232,0.04670405387878418,3.105557918548584,2.962229013442993,3.3448750972747803,7.81776470830664e-05,7.752617966616526e-05,7.926406397018582e-05,4.085893063650777e-05,3.8630940252915025e-05,4.3633968743961304e-05,True,False
6,0.003,0.24223258594671884,0.14307181537151337,0.3143001198768616,0.10175930460294087,0.06077868491411209,0.13634897768497467,0.9947670300801595,0.9909639954566956,0.9983080625534058,0.1273378183444341,0.06833327561616898,0.20386900007724762,0.9913695851961771,0.9823159575462341,0.9976692199707031,0.013732618341843287,0.012438117526471615,0.015104035846889019,0.9999076326688131,0.9998900294303894,0.9999225735664368,0.02002082671970129,0.008343546651303768,0.0426592081785202,0.014114141464233398,0.003433406352996826,0.034135401248931885,3.1312700112660727,2.95166277885437,3.2328457832336426,7.854144981441398e-05,7.784382614772767e-05,7.98133114585653e-05,4.0835670612674825e-05,3.890147490892559e-05,4.38838433183264e-05,True,False
7,0.003,0.26613010962804157,0.1472070813179016,0.39058029651641846,0.11472917596499126,0.06272610276937485,0.17722231149673462,0.9930032889048258,0.9848433136940002,0.9981634616851807,0.10461977496743202,0.05173488333821297,0.16984516382217407,0.9934902588526408,0.9859132766723633,0.9987303018569946,0.02030177041888237,0.018870757892727852,0.022988228127360344,0.9997955759366354,0.999736487865448,0.9998254179954529,0.010284064803272486,-0.004261605907231569,0.027154836803674698,0.004960894584655762,-0.004006087779998779,0.014916419982910156,3.087540785471598,2.9623780250549316,3.2148032188415527,7.891693773368995e-05,7.861710764700547e-05,7.912512955954298e-05,4.120995193564644e-05,3.958323577535339e-05,4.3426956835901365e-05,True,False
8,0.003,0.26008140047391254,0.14234670996665955,0.35908493399620056,0.11006705711285274,0.06079740822315216,0.15728424489498138,0.9937843680381775,0.9884850382804871,0.9985929727554321,0.11086864521106084,0.06629664450883865,0.17055703699588776,0.9937757651011149,0.9879817366600037,0.9978570342063904,0.019167283549904823,0.015216801315546036,0.022321319207549095,0.9998252391815186,0.9997589588165283,0.9998858571052551,0.023892587050795555,0.015927160158753395,0.03334939852356911,0.017375906308492024,0.011387825012207031,0.02614670991897583,3.1260693868001304,2.953092336654663,3.2170088291168213,7.981604479330902e-05,7.893452129792422e-05,8.136881660902873e-05,4.149157272574181e-05,3.953837222070433e-05,4.477678521652706e-05,True,False
9,0.003,0.2667430490255356,0.1524551957845688,0.3810240626335144,0.11421010891596477,0.06538084894418716,0.17173589766025543,0.9928389588991801,0.9858588576316833,0.9981510639190674,0.09908688068389893,0.07299572974443436,0.1328529417514801,0.9949037233988444,0.9914118647575378,0.9974042773246765,0.023169752520819504,0.014175946824252605,0.030119063332676888,0.9997262954711914,0.9995940923690796,0.9999012351036072,0.024863373177746933,0.011008146218955517,0.04771556705236435,0.018492897351582844,0.007405638694763184,0.03595227003097534,3.1325924396514893,2.9620707035064697,3.2987639904022217,7.950273720780388e-05,7.866973464842886e-05,8.064154098974541e-05,4.168529994785786e-05,4.0147133404389024e-05,4.4363117922330275e-05,True,False
10,0.003,0.2518678605556488,0.21404485404491425,0.3105626106262207,0.10773468762636185,0.09031307697296143,0.14092381298542023,0.9946523110071818,0.9915999174118042,0.996435284614563,0.09779267758131027,0.07914406806230545,0.1117888018488884,0.9954306681950887,0.9937706589698792,0.9970433712005615,0.013217455086608728,0.012026787735521793,0.015169092454016209,0.9999122619628906,0.9998859167098999,0.9999284148216248,-5.286520657440027e-05,-0.006496967747807503,0.008211938664317131,-0.0015690525372823079,-0.0072016119956970215,0.005521714687347412,3.127181609471639,2.9561197757720947,3.3438472747802734,8.053173223743215e-05,7.78115208959207e-05,8.327219256898388e-05,4.19749582457977e-05,4.0163955418393016e-05,4.555623308988288e-05,True,False
11,0.003,0.3392026325066884,0.22677570581436157,0.4763414263725281,0.14567160358031592,0.09752610325813293,0.2151295244693756,0.9884827534357706,0.9770004749298096,0.9959548115730286,0.134554793437322,0.06531857699155807,0.22066406905651093,0.9889100392659506,0.9756788015365601,0.997951865196228,0.02260115308066209,0.019845658913254738,0.027676410973072052,0.9997421701749166,0.9996179342269897,0.9998119473457336,0.014459218674649795,0.006741985213011503,0.02660747990012169,0.010339240233103434,0.0028049349784851074,0.0227205753326416,3.1329500675201416,2.9626479148864746,3.2907018661499023,8.079272326237212e-05,7.889194966992363e-05,8.175995026249439e-05,4.222779413491177e-05,4.0638609789311886e-05,4.534628533292562e-05,True,False
12,0.003,0.37183857957522076,0.2714533507823944,0.50247722864151,0.1637571007013321,0.11706073582172394,0.23615135252475739,0.9882629116376241,0.9779598116874695,0.9940584301948547,0.13600153475999832,0.10330318659543991,0.17558760941028595,0.9909759561220804,0.9858630895614624,0.9948832988739014,0.021632658938566845,0.019529063254594803,0.023115113377571106,0.9997750719388326,0.9997450709342957,0.9998147487640381,0.017907802015542984,-0.002189081162214279,0.02796761319041252,0.011454582214355469,-0.0020508170127868652,0.01897871494293213,3.0350157419840493,2.961686134338379,3.181584358215332,8.17620093584992e-05,7.965492841321975e-05,8.41689616208896e-05,4.2430610240747534e-05,4.0583621739642695e-05,4.603053457685746e-05,True,False
0,0.01,0.7177136540412903,0.5830923914909363,0.8082490563392639,0.27299047509829205,0.22871777415275574,0.31867071986198425,0.9855731328328451,0.9815879464149475,0.9885491132736206,0.2523667613665263,0.17922455072402954,0.30018213391304016,0.9746014277140299,0.9649365544319153,0.9882718324661255,0.0140831358730793,0.009966276586055756,0.020413853228092194,0.9999072949091593,0.9998381733894348,0.9999511241912842,0.06160919616619746,0.047812074422836304,0.06893628090620041,0.04686667521794637,0.03836327791213989,0.053057968616485596,3.4461015860239663,3.2286431789398193,3.6471199989318848,4.3574117929286636e-05,3.5908793506678194e-05,4.859186810790561e-05,0.00015499754711830369,0.00012478229473344982,0.00017030334856826812,True,False
1,0.01,0.32972612977027893,0.18919527530670166,0.5322091579437256,0.13536965350310007,0.07863908261060715,0.2240443378686905,0.9910929203033447,0.9799070954322815,0.9978011846542358,0.16725131372610727,0.12840978801250458,0.23385083675384521,0.9873427152633667,0.9739302396774292,0.994892954826355,0.017413979085783165,0.014810743741691113,0.02242540568113327,0.9998460610707601,0.9997590184211731,0.9998912811279297,0.014548010192811489,-0.015840522944927216,0.050489895045757294,0.005976120630900065,-0.01978766918182373,0.03520113229751587,3.1707719961802163,2.9951839447021484,3.316138744354248,4.378374796942808e-05,3.678369102999568e-05,4.788340083905496e-05,0.0001495551405241713,0.0001240139827132225,0.00016394397243857384,True,False
2,0.01,0.28868839144706726,0.23211854696273804,0.3903604745864868,0.12175783763329188,0.0915088802576065,0.17136429250240326,0.9920813242594401,0.9855327606201172,0.9958674311637878,0.10593219598134358,0.07269333302974701,0.14224335551261902,0.9939936598141988,0.989886462688446,0.9973843693733215,0.017586509386698406,0.013104813173413277,0.02261660248041153,0.999839206536611,0.9997449517250061,0.9999164342880249,0.03649614006280899,0.030271682888269424,0.0405731238424778,0.02564917008082072,0.019690752029418945,0.030683517456054688,3.1231751441955566,2.9470324516296387,3.2688169479370117,4.6246474084910005e-05,3.71820897271391e-05,5.198975122766569e-05,0.00015798228074951717,0.0001226686144946143,0.00018673823797143996,True,False
3,0.01,0.2735689729452133,0.21112196147441864,0.3537808060646057,0.11631345997254054,0.08898691833019257,0.1589028388261795,0.9929999907811483,0.9878553748130798,0.9960834980010986,0.11982701967159907,0.07649866491556168,0.1801091879606247,0.9918890595436096,0.9838031530380249,0.9970867037773132,0.01824282668530941,0.015208976343274117,0.02080310881137848,0.9998332063357035,0.9997895359992981,0.9998846650123596,0.04457724094390869,0.023746289312839508,0.08471160382032394,0.03148577610651652,0.014286994934082031,0.061260342597961426,3.0822249253590903,2.96097469329834,3.2540087699890137,4.605079933147257e-05,3.8696874980814755e-05,5.087583849672228e-05,0.00015467557144196084,0.00012786086881533265,0.00016815969138406217,True,False
4,0.01,0.2661026865243912,0.19990481436252594,0.3342301845550537,0.11175728340943654,0.08435869216918945,0.1472678780555725,0.9934379657109579,0.989221453666687,0.9964544177055359,0.11740133166313171,0.07718271017074585,0.16294880211353302,0.9928059776624044,0.9872242212295532,0.9970223903656006,0.016470252846678097,0.010871533304452896,0.02468411810696125,0.9998534917831421,0.9997095465660095,0.9999452233314514,0.03654396068304777,0.010638275183737278,0.06167834624648094,0.02482326825459798,0.008273959159851074,0.04410386085510254,3.1447055339813232,2.949957847595215,3.3113186359405518,4.778030051966198e-05,3.861106961267069e-05,5.330807834980078e-05,0.00016233452576367804,0.0001273296365980059,0.00019004789646714926,True,False
5,0.01,0.2702188690503438,0.16474026441574097,0.37551453709602356,0.11558256546656291,0.06975273042917252,0.17110763490200043,0.9931251009305319,0.9873818159103394,0.9975889325141907,0.11100286742051442,0.06424693763256073,0.16610021889209747,0.9932975769042969,0.9868271946907043,0.99793940782547,0.01672191545367241,0.016383901238441467,0.016951315104961395,0.9998620351155599,0.999856173992157,0.9998694658279419,0.037969653805096946,0.02448263019323349,0.06270214170217514,0.027640084425608318,0.01625114679336548,0.046703040599823,3.1054811477661133,2.9621596336364746,3.3447608947753906,4.761516053501206e-05,3.9620190364075825e-05,5.2874911489197984e-05,0.0001612018677406013,0.00013064316590316594,0.00017649518849793822,True,False
6,0.01,0.2422246833642324,0.14306578040122986,0.3142922520637512,0.10175678630669911,0.06077682226896286,0.1363455206155777,0.9947673678398132,0.9909646511077881,0.9983081817626953,0.1273349622885386,0.06833090633153915,0.20386551320552826,0.9913699229558309,0.9823166131973267,0.9976693987846375,0.013731851242482662,0.012437639757990837,0.015102770179510117,0.999907652537028,0.9998900294303894,0.9999227523803711,0.020021008948485058,0.008343188092112541,0.042660947889089584,0.014113922913869223,0.0034331679344177246,0.03413569927215576,3.131192366282145,2.9515926837921143,3.2327401638031006,4.768767272859501e-05,3.965120413340628e-05,5.2430055802688e-05,0.00016092638058277467,0.00013110440340824425,0.00018438600818626583,True,False
7,0.01,0.26612259447574615,0.14720098674297333,0.390573650598526,0.1147266502181689,0.06272422522306442,0.17721885442733765,0.9930035869280497,0.984843909740448,0.9981635212898254,0.10461665938297908,0.0517331138253212,0.1698397547006607,0.9934906959533691,0.9859139919281006,0.9987304210662842,0.020301035915811855,0.018870102241635323,0.02298728935420513,0.9997956156730652,0.9997365474700928,0.9998254179954529,0.010284226853400469,-0.004261233378201723,0.02715483494102955,0.004960874716440837,-0.0040056705474853516,0.014916002750396729,3.0874640941619873,2.9623074531555176,3.214695453643799,4.822541450266726e-05,4.0060556784737855e-05,5.2699546358780935e-05,0.00016320251355258128,0.00013245019363239408,0.00018722230743151158,True,False
8,0.01,0.26007074614365894,0.14234130084514618,0.3590690791606903,0.11006340011954308,0.060795802623033524,0.15727737545967102,0.9937848051389059,0.9884861707687378,0.9985930323600769,0.1108650490641594,0.06629462540149689,0.17054997384548187,0.9937761425971985,0.9879825711250305,0.9978571534156799,0.019166553393006325,0.015216207131743431,0.02232055924832821,0.999825119972229,0.9997587203979492,0.9998857378959656,0.023892469083269436,0.015926936641335487,0.03334898501634598,0.017375469207763672,0.011387467384338379,0.02614569664001465,3.1259891192118325,2.9530208110809326,3.216945171356201,4.7933945703941085e-05,4.045347304781899e-05,5.316472379490733e-05,0.00016060697574478885,0.0001332291285507381,0.00018587159866001457,True,False
9,0.01,0.2667357474565506,0.15244780480861664,0.3810194432735443,0.11420781910419464,0.06537843495607376,0.17173360288143158,0.9928391774495443,0.9858591556549072,0.9981511831283569,0.09908478210369746,0.07299360632896423,0.13285093009471893,0.9949040015538534,0.9914122819900513,0.9974043965339661,0.02316892488549153,0.014175218529999256,0.030117804184556007,0.999726414680481,0.9995941519737244,0.9999014139175415,0.02486466554303964,0.01100972481071949,0.04771748557686806,0.01849311590194702,0.007406473159790039,0.03595215082168579,3.13251002629598,2.961998224258423,3.2986512184143066,4.9964190111495554e-05,4.055345198139548e-05,5.713255814043805e-05,0.00017062818612127254,0.00013325711188372225,0.00020625173056032509,True,False
