seed,t,epsilon_fraction,epsilon_absolute,native_state_norm_mean,native_response_norm_pair_mean,temporal_response_norm_pair_mean,cross_time_radius_response_norm_pair_mean,same_time_radius_response_norm_pair_mean,direction_response_norm_pair_mean,pair_D_temporal,pair_R_temporal,pair_cos_temporal,pair_D_cross_time_radius,pair_R_cross_time_radius,pair_cos_cross_time_radius,pair_D_same_time_radius,pair_R_same_time_radius,pair_cos_same_time_radius,pair_D_direction,pair_R_direction,pair_cos_direction,meanop_D_temporal,meanop_R_temporal,meanop_cos_temporal,meanop_D_cross_time_radius,meanop_R_cross_time_radius,meanop_cos_cross_time_radius,meanop_D_same_time_radius,meanop_R_same_time_radius,meanop_cos_same_time_radius,meanop_D_direction,meanop_R_direction,meanop_cos_direction,meanop_native_norm,meanop_temporal_norm,meanop_cross_time_radius_norm,meanop_same_time_radius_norm,meanop_direction_norm,pair_R_cross_minus_same,pair_cos_same_minus_cross,convergence_rel_half_mean,convergence_rel_double_mean,numerically_stable_10pct,effective_rank_meanop,anisotropy_s1_over_mean_s,symmetric_fraction_meanop,antisymmetric_fraction_meanop,top4_left_subspace_alignment
19,0,0.001,0.002191291570663452,2.1848537921905518,3.647254228591919,3.2720696926116943,3.458320379257202,3.6750712394714355,3.64725399017334,2.84940767288208,0.8245303630828857,0.6673251986503601,2.8252921104431152,0.7970574498176575,0.6866459846496582,2.7246389389038086,0.7490432858467102,0.7251521348953247,5.276462554931641,1.4466373920440674,-0.047468408942222595,0.7618328928947449,0.2715895175933838,0.9865815043449402,0.532532811164856,0.1792299449443817,0.9882715344429016,0.06207628175616264,0.019865017384290695,0.9998488426208496,4.470424652099609,1.437467098236084,-0.03315583989024162,3.109931707382202,2.500247001647949,2.832521677017212,3.1398770809173584,3.109931707382202,0.04801410064101219,0.038506150245666504,0.00018061719310935587,8.264061762019992e-05,True,8.897911071777344,2.899074077606201,0.7818725109100342,0.6234384775161743,0.7785046696662903
19,1,0.001,0.002191291570663452,2.399916410446167,3.3162527084350586,3.298272132873535,3.5150012969970703,3.3126394748687744,3.3162527084350586,2.790982246398926,0.843760073184967,0.640280544757843,2.88838267326355,0.851614236831665,0.6372398138046265,2.78265643119812,0.8426380157470703,0.6397421360015869,4.851547718048096,1.4650458097457886,-0.0744544267654419,0.2677805423736572,0.10342623293399811,0.9955702424049377,0.38237208127975464,0.1390593945980072,0.9932405352592468,0.039669495075941086,0.015006733126938343,0.9998877644538879,3.8528475761413574,1.456844449043274,-0.061197977513074875,2.6446526050567627,2.533541440963745,2.8547544479370117,2.642240285873413,2.6446526050567627,0.008976285345852375,0.0025023221969604492,0.0002103704900946468,9.783267159946263e-05,True,8.833355903625488,2.9175541400909424,0.7796890735626221,0.6261668801307678,0.8843510746955872
19,2,0.001,0.002191291570663452,2.6915769577026367,3.268934488296509,3.2824959754943848,3.3048930168151855,3.265629291534424,3.268934488296509,2.791130781173706,0.8522046804428101,0.6329848170280457,2.9708261489868164,0.9044244289398193,0.5917571783065796,2.821079969406128,0.8631910085678101,0.6229517459869385,4.802359580993652,1.4705352783203125,-0.0823429524898529,0.2321285903453827,0.09151122719049454,0.9958673119544983,0.25953125953674316,0.10184052586555481,0.994814932346344,0.042562153190374374,0.016704538837075233,0.9998617172241211,3.737116575241089,1.4656116962432861,-0.07400888204574585,2.549868106842041,2.5233583450317383,2.5469489097595215,2.546010971069336,2.549868106842041,0.04123345762491226,0.031194567680358887,0.00022133502352517098,0.00010241547715850174,True,8.791268348693848,3.03849458694458,0.7763194441795349,0.6303396224975586,0.9253577589988708
19,3,0.001,0.002191291570663452,2.7834630012512207,3.2541263103485107,3.3071460723876953,3.2511367797851562,3.254645824432373,3.2541260719299316,2.866360664367676,0.873942494392395,0.6133888363838196,2.943241596221924,0.9048407077789307,0.5908815860748291,2.8673174381256104,0.8801593780517578,0.6092710494995117,4.763847351074219,1.4649463891983032,-0.0742153525352478,0.25581300258636475,0.10105235129594803,0.9950609803199768,0.2578507363796234,0.10340116173028946,0.9947230815887451,0.046549610793590546,0.018567830324172974,0.9998283386230469,3.6624584197998047,1.4601082801818848,-0.06595838814973831,2.5083467960357666,2.5546329021453857,2.479038953781128,2.505660057067871,2.5083470344543457,0.024681424722075462,0.018389463424682617,0.00022963450464885682,0.00010657902748789638,True,8.78558349609375,3.0317652225494385,0.7776198983192444,0.6287347078323364,0.7602027058601379
19,4,0.001,0.002191291570663452,2.845783233642578,3.31143856048584,3.2963061332702637,3.2692646980285645,3.3008484840393066,3.311438798904419,2.841956853866577,0.8606890439987183,0.6263803839683533,2.973973512649536,0.9043301343917847,0.590498685836792,2.952357292175293,0.8931576013565063,0.5992186665534973,4.848666667938232,1.4646412134170532,-0.07364609092473984,0.2641877233982086,0.10364919155836105,0.994637668132782,0.2829594612121582,0.11242017894983292,0.9941195845603943,0.02772902138531208,0.010871801525354385,0.9999454021453857,3.720632314682007,1.4566068649291992,-0.060851648449897766,2.554314613342285,2.543414354324341,2.479647636413574,2.5467755794525146,2.5543148517608643,0.0111724603921175,0.008719980716705322,0.00023570677149109542,0.00010900941560976207,True,8.740049362182617,3.0250823497772217,0.7776234149932861,0.6287304162979126,0.8569660782814026
19,5,0.001,0.002191291570663452,2.838470220565796,3.3448848724365234,3.302762746810913,3.276395797729492,3.341867446899414,3.3448848724365234,2.8698794841766357,0.8636115789413452,0.6240823268890381,3.035492420196533,0.9171040654182434,0.58067786693573,2.975891351699829,0.8910118341445923,0.6002815961837769,4.877297401428223,1.4587411880493164,-0.06506393849849701,0.270412802696228,0.10588974505662918,0.9944043159484863,0.25804901123046875,0.10219264775514603,0.9951506853103638,0.043390657752752304,0.016952674835920334,0.9998562932014465,3.712651252746582,1.4504715204238892,-0.051933903247117996,2.559616804122925,2.547823905944824,2.4906294345855713,2.559417247772217,2.559616804122925,0.026092177256941795,0.019603729248046875,0.0002324482920812443,0.0001081773079931736,True,8.737091064453125,3.017408847808838,0.7863187193870544,0.6178210973739624,0.9286678433418274
19,6,0.001,0.002191291570663452,2.8550891876220703,3.232856512069702,3.2980165481567383,3.25797700881958,3.2450144290924072,3.232856273651123,2.787874221801758,0.8539631366729736,0.6298754215240479,2.9527599811553955,0.9100251793861389,0.5846177339553833,2.918595314025879,0.9015870690345764,0.5881179571151733,4.708211898803711,1.4580943584442139,-0.06437590718269348,0.2693280875682831,0.10815097391605377,0.9950289726257324,0.26942163705825806,0.1095375195145607,0.9941539168357849,0.033337973058223724,0.013655639253556728,0.999910295009613,3.528369426727295,1.4471944570541382,-0.04718572646379471,2.4380757808685303,2.5425188541412354,2.4811818599700928,2.444591999053955,2.438075542449951,0.008438050746917725,0.003500223159790039,0.00023368692200165242,0.0001087748387362808,True,8.776324272155762,2.8815884590148926,0.7766302824020386,0.6299566030502319,0.8979506492614746
19,7,0.001,0.002191291570663452,2.8634591102600098,3.214813232421875,3.3285393714904785,3.246568202972412,3.2222719192504883,3.214813232421875,2.8184871673583984,0.8608660697937012,0.6252005696296692,2.9291892051696777,0.9063458442687988,0.5883708596229553,2.935478925704956,0.9107164740562439,0.5844312906265259,4.692503929138184,1.4617962837219238,-0.06987287104129791,0.26060405373573303,0.10423939675092697,0.9960030317306519,0.2259809523820877,0.09227199107408524,0.9958290457725525,0.04656330123543739,0.01911306567490101,0.9998208284378052,3.534104824066162,1.4525716304779053,-0.05498232692480087,2.4329984188079834,2.567108631134033,2.4651503562927246,2.4394071102142334,2.4329986572265625,-0.004370568320155144,-0.003939568996429443,0.00023961602710187435,0.00011066105798818171,True,8.797994613647461,2.8745956420898438,0.7775052189826965,0.6288765668869019,0.9503492712974548
19,8,0.001,0.002191291570663452,2.8655953407287598,3.208117961883545,3.2914974689483643,3.2607405185699463,3.199059247970581,3.208117961883545,2.832796096801758,0.8712412118911743,0.6162751913070679,2.936957836151123,0.9079771637916565,0.5875745415687561,2.8364241123199463,0.8855263590812683,0.6021597385406494,4.680083751678467,1.4600435495376587,-0.06705635786056519,0.2788149416446686,0.11212022602558136,0.9942747950553894,0.23811586201190948,0.09680452197790146,0.9953856468200684,0.05446842312812805,0.022321462631225586,0.999758780002594,3.5411722660064697,1.4482951164245605,-0.04877927154302597,2.4450628757476807,2.5284361839294434,2.474456787109375,2.435300588607788,2.4450626373291016,0.02245083823800087,0.01458519697189331,0.00023678828438278288,0.00010976926569128409,True,8.791159629821777,3.0614607334136963,0.7759007811546326,0.6308549046516418,0.9704614281654358
19,9,0.001,0.002191291570663452,2.853273868560791,3.298774480819702,3.304584503173828,3.265199661254883,3.304532527923584,3.298774480819702,2.908132314682007,0.8802674412727356,0.6083306670188904,2.990105390548706,0.9107576012611389,0.5841490626335144,2.9691507816314697,0.8994593024253845,0.5917648077011108,4.797057151794434,1.4548897743225098,-0.05964080989360809,0.2667502760887146,0.10551353543996811,0.9945069551467896,0.23113760352134705,0.09254781901836395,0.9957919120788574,0.03565587103366852,0.01417600642889738,0.9999013543128967,3.6290974617004395,1.4442665576934814,-0.042952969670295715,2.5127615928649902,2.543466806411743,2.4822258949279785,2.5176918506622314,2.512761354446411,0.011298267170786858,0.0076157450675964355,0.00023607522598467767,0.0001105331102735363,True,8.783742904663086,3.0558485984802246,0.7796715497970581,0.6261886358261108,0.8724503517150879
