seed,mq,q,m,fixed,random,direct_m,direct_f,zero,leak_mq,leak_m,D_native,D_decode,wrong_memory_native,wrong_memory_accuracy,wrong_memory_prediction_change
5,0.7226750254631042,0.25565001368522644,0.5171999931335449,0.202674999833107,0.1506499946117401,0.7494249939918518,0.6572999954223633,0.06404999643564224,0.7605500221252441,0.7351499795913696,0.19116785714285714,0.10370357095130853,0.7226750254631042,0.06382499635219574,0.9239000082015991
17,0.6247249841690063,0.2686249911785126,0.4967249929904938,0.21074999868869781,0.15847499668598175,0.6565750241279602,0.5864250063896179,0.05909999832510948,0.6542999744415283,0.6420249938964844,0.18554285714285712,0.08613571338355541,0.6247249841690063,0.06427499651908875,0.9241499900817871
31,0.6559500098228455,0.27207499742507935,0.5180500149726868,0.20550000667572021,0.15414999425411224,0.6811000108718872,0.6136500239372253,0.06159999966621399,0.6796500086784363,0.6542750000953674,0.20627142857142855,0.0974142872063177,0.6559500098228455,0.06369999796152115,0.9240750074386597
